"event","source","source_id","annotator","annotation_id","annotation_date","annotation_info_url","recording_url","recording_info_url","time_start","time_end","freq_low","freq_high","species","type","lat","lon","alt","effort","contact","additional","taxon","matchId"
"PamGuard64 2_00_16e Drift-4_Final.OE851","figshare.com",22959786,"Anne Simonis, Jenny Trickey","PamGuard64 2_00_16e Drift-4_Final.OE851",2019,"https://figshare.com/articles/dataset/BWEventClips_CCES2018/22959786","https://ndownloader.figshare.com/files/40700101","https://figshare.com/articles/online_resource/CCES_2018_Final_Acoustic_Report/19358036",0.594,94.93,NA,NA,TRUE,"echolocation click event",42.9749855550525,-128.994740380421,NA,NA,"shannon.rankin@noaa.gov",NA,"Ziphius cavirostris","PamGuard64 2_00_16e Drift-4_Final.OE851"
"PamGuard64 2_00_16e Drift-4_Final.OE852","figshare.com",22959786,"Anne Simonis, Jenny Trickey","PamGuard64 2_00_16e Drift-4_Final.OE852",2019,"https://figshare.com/articles/dataset/BWEventClips_CCES2018/22959786","https://ndownloader.figshare.com/files/40698112","https://figshare.com/articles/online_resource/CCES_2018_Final_Acoustic_Report/19358036",0.977,19.879,NA,NA,TRUE,"echolocation click event",42.96222709485,-128.993247797883,NA,NA,"shannon.rankin@noaa.gov",NA,"Mesoplodon stejnegeri","PamGuard64 2_00_16e Drift-4_Final.OE852"
"PamGuard64 2_00_16e Drift-4_Final.OE853","figshare.com",22959786,"Anne Simonis, Jenny Trickey","PamGuard64 2_00_16e Drift-4_Final.OE853",2019,"https://figshare.com/articles/dataset/BWEventClips_CCES2018/22959786","https://ndownloader.figshare.com/files/40700671","https://figshare.com/articles/online_resource/CCES_2018_Final_Acoustic_Report/19358036",5,45.967,NA,NA,TRUE,"echolocation click event",42.7943849435973,-129.045631283278,NA,NA,"shannon.rankin@noaa.gov",NA,"Ziphius cavirostris","PamGuard64 2_00_16e Drift-4_Final.OE853"
"PamGuard64 2_00_16e Drift-4_Final.OE854","figshare.com",22959786,"Anne Simonis, Jenny Trickey","PamGuard64 2_00_16e Drift-4_Final.OE854",2019,"https://figshare.com/articles/dataset/BWEventClips_CCES2018/22959786","https://ndownloader.figshare.com/files/40700247","https://figshare.com/articles/online_resource/CCES_2018_Final_Acoustic_Report/19358036",5,55.736,NA,NA,TRUE,"echolocation click event",42.7933947188432,-129.044184388481,NA,NA,"shannon.rankin@noaa.gov",NA,"Ziphius cavirostris","PamGuard64 2_00_16e Drift-4_Final.OE854"
"PamGuard64 2_00_16e Drift-4_Final.OE855","figshare.com",22959786,"Anne Simonis, Jenny Trickey","PamGuard64 2_00_16e Drift-4_Final.OE855",2019,"https://figshare.com/articles/dataset/BWEventClips_CCES2018/22959786","https://ndownloader.figshare.com/files/40700211","https://figshare.com/articles/online_resource/CCES_2018_Final_Acoustic_Report/19358036",5,6.906,NA,NA,TRUE,"echolocation click event",42.7275076769686,-129.028829589625,NA,NA,"shannon.rankin@noaa.gov",NA,"Ziphius cavirostris","PamGuard64 2_00_16e Drift-4_Final.OE855"
"PamGuard64 2_00_16e Drift-4_Final.OE856","figshare.com",22959786,"Anne Simonis, Jenny Trickey","PamGuard64 2_00_16e Drift-4_Final.OE856",2019,"https://figshare.com/articles/dataset/BWEventClips_CCES2018/22959786","https://ndownloader.figshare.com/files/40699266","https://figshare.com/articles/online_resource/CCES_2018_Final_Acoustic_Report/19358036",5,118.558,NA,NA,TRUE,"echolocation click event",42.3445601888204,-128.65872017191,NA,NA,"shannon.rankin@noaa.gov",NA,"Mesoplodon carlhubbsi","PamGuard64 2_00_16e Drift-4_Final.OE856"
"PamGuard64 2_00_16e Drift-4_Final.OE858","figshare.com",22959786,"Anne Simonis, Jenny Trickey","PamGuard64 2_00_16e Drift-4_Final.OE858",2019,"https://figshare.com/articles/dataset/BWEventClips_CCES2018/22959786","https://ndownloader.figshare.com/files/40700058","https://figshare.com/articles/online_resource/CCES_2018_Final_Acoustic_Report/19358036",5,14.356,NA,NA,TRUE,"echolocation click event",42.2322794505953,-128.390573977607,NA,NA,"shannon.rankin@noaa.gov",NA,"Ziphius cavirostris","PamGuard64 2_00_16e Drift-4_Final.OE858"
"PamGuard64 2_00_16e Drift-4_Final.OE859","figshare.com",22959786,"Anne Simonis, Jenny Trickey","PamGuard64 2_00_16e Drift-4_Final.OE859",2019,"https://figshare.com/articles/dataset/BWEventClips_CCES2018/22959786","https://ndownloader.figshare.com/files/40699461","https://figshare.com/articles/online_resource/CCES_2018_Final_Acoustic_Report/19358036",5,50.912,NA,NA,TRUE,"echolocation click event",42.1631371573913,-128.17534758029,NA,NA,"shannon.rankin@noaa.gov",NA,"Ziphius cavirostris","PamGuard64 2_00_16e Drift-4_Final.OE859"
"PamGuard64 2_00_16e Drift-4_Final.OE874","figshare.com",22959786,"Anne Simonis, Jenny Trickey","PamGuard64 2_00_16e Drift-4_Final.OE874",2019,"https://figshare.com/articles/dataset/BWEventClips_CCES2018/22959786","https://ndownloader.figshare.com/files/40700317","https://figshare.com/articles/online_resource/CCES_2018_Final_Acoustic_Report/19358036",5,81.715,NA,NA,TRUE,"echolocation click event",42.0267432830631,-127.638145352633,NA,NA,"shannon.rankin@noaa.gov",NA,"Ziphius cavirostris","PamGuard64 2_00_16e Drift-4_Final.OE874"
"PamGuard64 2_00_16e Drift-4_Final.OE875","figshare.com",22959786,"Anne Simonis, Jenny Trickey","PamGuard64 2_00_16e Drift-4_Final.OE875",2019,"https://figshare.com/articles/dataset/BWEventClips_CCES2018/22959786","https://ndownloader.figshare.com/files/40699407","https://figshare.com/articles/online_resource/CCES_2018_Final_Acoustic_Report/19358036",5,22.686,NA,NA,TRUE,"echolocation click event",42.0253615563061,-127.633615472032,NA,NA,"shannon.rankin@noaa.gov",NA,"Ziphius cavirostris","PamGuard64 2_00_16e Drift-4_Final.OE875"
"PamGuard64 2_00_16e Drift-4_Final.OE876","figshare.com",22959786,"Anne Simonis, Jenny Trickey","PamGuard64 2_00_16e Drift-4_Final.OE876",2019,"https://figshare.com/articles/dataset/BWEventClips_CCES2018/22959786","https://ndownloader.figshare.com/files/40700641","https://figshare.com/articles/online_resource/CCES_2018_Final_Acoustic_Report/19358036",0.401,6.543,NA,NA,TRUE,"echolocation click event",41.9941692282407,-127.568072887523,NA,NA,"shannon.rankin@noaa.gov",NA,"Ziphius cavirostris","PamGuard64 2_00_16e Drift-4_Final.OE876"
"PamGuard64 2_00_16e Drift-4_Final.OE877","figshare.com",22959786,"Anne Simonis, Jenny Trickey","PamGuard64 2_00_16e Drift-4_Final.OE877",2019,"https://figshare.com/articles/dataset/BWEventClips_CCES2018/22959786","https://ndownloader.figshare.com/files/40700226","https://figshare.com/articles/online_resource/CCES_2018_Final_Acoustic_Report/19358036",1.389,62.92,NA,NA,TRUE,"echolocation click event",41.9929817935461,-127.569546678196,NA,NA,"shannon.rankin@noaa.gov",NA,"Ziphius cavirostris","PamGuard64 2_00_16e Drift-4_Final.OE877"
"PamGuard64 2_00_16e Drift-4_Final.OE124","figshare.com",22959786,"Anne Simonis, Jenny Trickey","PamGuard64 2_00_16e Drift-4_Final.OE124",2019,"https://figshare.com/articles/dataset/BWEventClips_CCES2018/22959786","https://ndownloader.figshare.com/files/40700187","https://figshare.com/articles/online_resource/CCES_2018_Final_Acoustic_Report/19358036",5,6.083,NA,NA,TRUE,"echolocation click event",44.5827179687882,-128.059754798666,NA,NA,"shannon.rankin@noaa.gov",NA,"Ziphius cavirostris","PamGuard64 2_00_16e Drift-4_Final.OE124"
"PamGuard64 2_00_16e Drift-4_Final.OE533","figshare.com",22959786,"Anne Simonis, Jenny Trickey","PamGuard64 2_00_16e Drift-4_Final.OE533",2019,"https://figshare.com/articles/dataset/BWEventClips_CCES2018/22959786","https://ndownloader.figshare.com/files/40699590","https://figshare.com/articles/online_resource/CCES_2018_Final_Acoustic_Report/19358036",5,28.87,NA,NA,TRUE,"echolocation click event",44.5186940462359,-127.486839206436,NA,NA,"shannon.rankin@noaa.gov",NA,"Ziphius cavirostris","PamGuard64 2_00_16e Drift-4_Final.OE533"
"PamGuard64 2_00_16e Drift-4_Final.OE779","figshare.com",22959786,"Anne Simonis, Jenny Trickey","PamGuard64 2_00_16e Drift-4_Final.OE779",2019,"https://figshare.com/articles/dataset/BWEventClips_CCES2018/22959786","https://ndownloader.figshare.com/files/40699120","https://figshare.com/articles/online_resource/CCES_2018_Final_Acoustic_Report/19358036",5,13.897,NA,NA,TRUE,"echolocation click event",44.2160863031939,-127.113187491233,NA,NA,"shannon.rankin@noaa.gov",NA,"Ziphius cavirostris","PamGuard64 2_00_16e Drift-4_Final.OE779"
"PamGuard64 2_00_16e Drift-7_Final.OE19","figshare.com",22959786,"Anne Simonis, Jenny Trickey","PamGuard64 2_00_16e Drift-7_Final.OE19",2019,"https://figshare.com/articles/dataset/BWEventClips_CCES2018/22959786","https://ndownloader.figshare.com/files/40698505","https://figshare.com/articles/online_resource/CCES_2018_Final_Acoustic_Report/19358036",3.258,14.151,NA,NA,TRUE,"echolocation click event",41.0244801695735,-124.912309950995,NA,NA,"shannon.rankin@noaa.gov",NA,"possible Ziphiidae","PamGuard64 2_00_16e Drift-7_Final.OE19"
"PamGuard64 2_00_16e Drift-7_Final.OE21","figshare.com",22959786,"Anne Simonis, Jenny Trickey","PamGuard64 2_00_16e Drift-7_Final.OE21",2019,"https://figshare.com/articles/dataset/BWEventClips_CCES2018/22959786","https://ndownloader.figshare.com/files/40698958","https://figshare.com/articles/online_resource/CCES_2018_Final_Acoustic_Report/19358036",5,52.976,NA,NA,TRUE,"echolocation click event",41.0007222285174,-124.858752290279,NA,NA,"shannon.rankin@noaa.gov",NA,"possible Ziphiidae","PamGuard64 2_00_16e Drift-7_Final.OE21"
"PamGuard64 2_00_16e Drift-8_Final.OE2","figshare.com",22959786,"Anne Simonis, Jenny Trickey","PamGuard64 2_00_16e Drift-8_Final.OE2",2019,"https://figshare.com/articles/dataset/BWEventClips_CCES2018/22959786","https://ndownloader.figshare.com/files/40699294","https://figshare.com/articles/online_resource/CCES_2018_Final_Acoustic_Report/19358036",0.177,119.542,NA,NA,TRUE,"echolocation click event",38.7754342931663,-126.793835148472,NA,NA,"shannon.rankin@noaa.gov",NA,"Ziphius cavirostris","PamGuard64 2_00_16e Drift-8_Final.OE2"
"PamGuard64 2_00_16e Drift-8_Final.OE3","figshare.com",22959786,"Anne Simonis, Jenny Trickey","PamGuard64 2_00_16e Drift-8_Final.OE3",2019,"https://figshare.com/articles/dataset/BWEventClips_CCES2018/22959786","https://ndownloader.figshare.com/files/40698522","https://figshare.com/articles/online_resource/CCES_2018_Final_Acoustic_Report/19358036",0.229,119.143,NA,NA,TRUE,"echolocation click event",38.7727579743366,-126.796605099448,NA,NA,"shannon.rankin@noaa.gov",NA,"Ziphius cavirostris","PamGuard64 2_00_16e Drift-8_Final.OE3"
"PamGuard64 2_00_16e Drift-8_Final.OE4","figshare.com",22959786,"Anne Simonis, Jenny Trickey","PamGuard64 2_00_16e Drift-8_Final.OE4",2019,"https://figshare.com/articles/dataset/BWEventClips_CCES2018/22959786","https://ndownloader.figshare.com/files/40700727","https://figshare.com/articles/online_resource/CCES_2018_Final_Acoustic_Report/19358036",0.4,92.584,NA,NA,TRUE,"echolocation click event",38.7703441928863,-126.798977708619,NA,NA,"shannon.rankin@noaa.gov",NA,"Ziphius cavirostris","PamGuard64 2_00_16e Drift-8_Final.OE4"
"PamGuard64 2_00_16e Drift-8_Final.OE5","figshare.com",22959786,"Anne Simonis, Jenny Trickey","PamGuard64 2_00_16e Drift-8_Final.OE5",2019,"https://figshare.com/articles/dataset/BWEventClips_CCES2018/22959786","https://ndownloader.figshare.com/files/40699828","https://figshare.com/articles/online_resource/CCES_2018_Final_Acoustic_Report/19358036",5,47.553,NA,NA,TRUE,"echolocation click event",38.5303628119341,-126.801097274932,NA,NA,"shannon.rankin@noaa.gov",NA,"Ziphius cavirostris","PamGuard64 2_00_16e Drift-8_Final.OE5"
"PamGuard64 2_00_16e Drift-8_Final.OE6","figshare.com",22959786,"Anne Simonis, Jenny Trickey","PamGuard64 2_00_16e Drift-8_Final.OE6",2019,"https://figshare.com/articles/dataset/BWEventClips_CCES2018/22959786","https://ndownloader.figshare.com/files/40699641","https://figshare.com/articles/online_resource/CCES_2018_Final_Acoustic_Report/19358036",5,76.009,NA,NA,TRUE,"echolocation click event",38.5250558606143,-126.799560628514,NA,NA,"shannon.rankin@noaa.gov",NA,"Ziphius cavirostris","PamGuard64 2_00_16e Drift-8_Final.OE6"
"PamGuard64 2_00_16e Drift-8_Final.OE7","figshare.com",22959786,"Anne Simonis, Jenny Trickey","PamGuard64 2_00_16e Drift-8_Final.OE7",2019,"https://figshare.com/articles/dataset/BWEventClips_CCES2018/22959786","https://ndownloader.figshare.com/files/40698156","https://figshare.com/articles/online_resource/CCES_2018_Final_Acoustic_Report/19358036",5,110.293,NA,NA,TRUE,"echolocation click event",38.5196304559223,-126.798280012631,NA,NA,"shannon.rankin@noaa.gov",NA,"Ziphius cavirostris","PamGuard64 2_00_16e Drift-8_Final.OE7"
"PamGuard64 2_00_16e Drift-8_Final.OE9","figshare.com",22959786,"Anne Simonis, Jenny Trickey","PamGuard64 2_00_16e Drift-8_Final.OE9",2019,"https://figshare.com/articles/dataset/BWEventClips_CCES2018/22959786","https://ndownloader.figshare.com/files/40698102","https://figshare.com/articles/online_resource/CCES_2018_Final_Acoustic_Report/19358036",5,21.401,NA,NA,TRUE,"echolocation click event",38.0795882309594,-126.620056908645,NA,NA,"shannon.rankin@noaa.gov",NA,"Ziphius cavirostris","PamGuard64 2_00_16e Drift-8_Final.OE9"
"PamGuard64 2_00_16e Drift-8_Final.OE10","figshare.com",22959786,"Anne Simonis, Jenny Trickey","PamGuard64 2_00_16e Drift-8_Final.OE10",2019,"https://figshare.com/articles/dataset/BWEventClips_CCES2018/22959786","https://ndownloader.figshare.com/files/40698568","https://figshare.com/articles/online_resource/CCES_2018_Final_Acoustic_Report/19358036",5,12.88,NA,NA,TRUE,"echolocation click event",37.7221118254072,-126.670991558184,NA,NA,"shannon.rankin@noaa.gov",NA,"Ziphius cavirostris","PamGuard64 2_00_16e Drift-8_Final.OE10"
"PamGuard64 2_00_16e Drift-8_Final.OE12","figshare.com",22959786,"Anne Simonis, Jenny Trickey","PamGuard64 2_00_16e Drift-8_Final.OE12",2019,"https://figshare.com/articles/dataset/BWEventClips_CCES2018/22959786","https://ndownloader.figshare.com/files/40698415","https://figshare.com/articles/online_resource/CCES_2018_Final_Acoustic_Report/19358036",5,81.434,NA,NA,TRUE,"echolocation click event",37.5817750364733,-126.755585269957,NA,NA,"shannon.rankin@noaa.gov",NA,"Ziphius cavirostris","PamGuard64 2_00_16e Drift-8_Final.OE12"
"PamGuard64 2_00_16e Drift-8_Final.OE13","figshare.com",22959786,"Anne Simonis, Jenny Trickey","PamGuard64 2_00_16e Drift-8_Final.OE13",2019,"https://figshare.com/articles/dataset/BWEventClips_CCES2018/22959786","https://ndownloader.figshare.com/files/40700218","https://figshare.com/articles/online_resource/CCES_2018_Final_Acoustic_Report/19358036",5,71.171,NA,NA,TRUE,"echolocation click event",37.5792470451884,-126.756465712563,NA,NA,"shannon.rankin@noaa.gov",NA,"Ziphius cavirostris","PamGuard64 2_00_16e Drift-8_Final.OE13"
"PamGuard64 2_00_16e Drift-8_Final.OE14","figshare.com",22959786,"Anne Simonis, Jenny Trickey","PamGuard64 2_00_16e Drift-8_Final.OE14",2019,"https://figshare.com/articles/dataset/BWEventClips_CCES2018/22959786","https://ndownloader.figshare.com/files/40699476","https://figshare.com/articles/online_resource/CCES_2018_Final_Acoustic_Report/19358036",5,64.952,NA,NA,TRUE,"echolocation click event",37.5258366198835,-126.788232249289,NA,NA,"shannon.rankin@noaa.gov",NA,"Ziphius cavirostris","PamGuard64 2_00_16e Drift-8_Final.OE14"
"PamGuard64 2_00_16e Drift-8_Final.OE15","figshare.com",22959786,"Anne Simonis, Jenny Trickey","PamGuard64 2_00_16e Drift-8_Final.OE15",2019,"https://figshare.com/articles/dataset/BWEventClips_CCES2018/22959786","https://ndownloader.figshare.com/files/40700418","https://figshare.com/articles/online_resource/CCES_2018_Final_Acoustic_Report/19358036",5,110.211,NA,NA,TRUE,"echolocation click event",37.4343299252078,-126.983288169413,NA,NA,"shannon.rankin@noaa.gov",NA,"Ziphius cavirostris","PamGuard64 2_00_16e Drift-8_Final.OE15"
"PamGuard64 2_00_16e Drift-8_Final.OE16","figshare.com",22959786,"Anne Simonis, Jenny Trickey","PamGuard64 2_00_16e Drift-8_Final.OE16",2019,"https://figshare.com/articles/dataset/BWEventClips_CCES2018/22959786","https://ndownloader.figshare.com/files/40699203","https://figshare.com/articles/online_resource/CCES_2018_Final_Acoustic_Report/19358036",4.616,118.532,NA,NA,TRUE,"echolocation click event",37.3384204892072,-127.38317054711,NA,NA,"shannon.rankin@noaa.gov",NA,"Ziphius cavirostris","PamGuard64 2_00_16e Drift-8_Final.OE16"
"PamGuard64 2_00_16e Drift-8_Final.OE17","figshare.com",22959786,"Anne Simonis, Jenny Trickey","PamGuard64 2_00_16e Drift-8_Final.OE17",2019,"https://figshare.com/articles/dataset/BWEventClips_CCES2018/22959786","https://ndownloader.figshare.com/files/40699809","https://figshare.com/articles/online_resource/CCES_2018_Final_Acoustic_Report/19358036",0.383,118.728,NA,NA,TRUE,"echolocation click event",37.3368848028719,-127.387383635333,NA,NA,"shannon.rankin@noaa.gov",NA,"Ziphius cavirostris","PamGuard64 2_00_16e Drift-8_Final.OE17"
"PamGuard64 2_00_16e Drift-8_Final.OE18","figshare.com",22959786,"Anne Simonis, Jenny Trickey","PamGuard64 2_00_16e Drift-8_Final.OE18",2019,"https://figshare.com/articles/dataset/BWEventClips_CCES2018/22959786","https://ndownloader.figshare.com/files/40700427","https://figshare.com/articles/online_resource/CCES_2018_Final_Acoustic_Report/19358036",1.181,3.68,NA,NA,TRUE,"echolocation click event",37.3310905163986,-127.399889983308,NA,NA,"shannon.rankin@noaa.gov",NA,"Ziphius cavirostris","PamGuard64 2_00_16e Drift-8_Final.OE18"
"PamGuard64 2_00_16e Drift-8_Final.OE19","figshare.com",22959786,"Anne Simonis, Jenny Trickey","PamGuard64 2_00_16e Drift-8_Final.OE19",2019,"https://figshare.com/articles/dataset/BWEventClips_CCES2018/22959786","https://ndownloader.figshare.com/files/40700155","https://figshare.com/articles/online_resource/CCES_2018_Final_Acoustic_Report/19358036",5,13.594,NA,NA,TRUE,"echolocation click event",37.322124957335,-127.41947089185,NA,NA,"shannon.rankin@noaa.gov",NA,"Ziphius cavirostris","PamGuard64 2_00_16e Drift-8_Final.OE19"
"PamGuard64 2_00_16e Drift-8_Final.OE20","figshare.com",22959786,"Anne Simonis, Jenny Trickey","PamGuard64 2_00_16e Drift-8_Final.OE20",2019,"https://figshare.com/articles/dataset/BWEventClips_CCES2018/22959786","https://ndownloader.figshare.com/files/40700026","https://figshare.com/articles/online_resource/CCES_2018_Final_Acoustic_Report/19358036",5,77.97,NA,NA,TRUE,"echolocation click event",37.2658446995397,-127.62950390198,NA,NA,"shannon.rankin@noaa.gov",NA,"Ziphius cavirostris","PamGuard64 2_00_16e Drift-8_Final.OE20"
"PamGuard64 2_00_16e Drift-8_Final.OE21","figshare.com",22959786,"Anne Simonis, Jenny Trickey","PamGuard64 2_00_16e Drift-8_Final.OE21",2019,"https://figshare.com/articles/dataset/BWEventClips_CCES2018/22959786","https://ndownloader.figshare.com/files/40700644","https://figshare.com/articles/online_resource/CCES_2018_Final_Acoustic_Report/19358036",5,12.633,NA,NA,TRUE,"echolocation click event",37.2503009525848,-127.676168815994,NA,NA,"shannon.rankin@noaa.gov",NA,"Ziphius cavirostris","PamGuard64 2_00_16e Drift-8_Final.OE21"
"PamGuard64 2_00_16e Drift-8_Final.OE23","figshare.com",22959786,"Anne Simonis, Jenny Trickey","PamGuard64 2_00_16e Drift-8_Final.OE23",2019,"https://figshare.com/articles/dataset/BWEventClips_CCES2018/22959786","https://ndownloader.figshare.com/files/40699735","https://figshare.com/articles/online_resource/CCES_2018_Final_Acoustic_Report/19358036",5,66.996,NA,NA,TRUE,"echolocation click event",37.2145577784937,-127.755337868035,NA,NA,"shannon.rankin@noaa.gov",NA,"Ziphius cavirostris","PamGuard64 2_00_16e Drift-8_Final.OE23"
"PamGuard64 2_00_16e Drift-8_Final.OE24","figshare.com",22959786,"Anne Simonis, Jenny Trickey","PamGuard64 2_00_16e Drift-8_Final.OE24",2019,"https://figshare.com/articles/dataset/BWEventClips_CCES2018/22959786","https://ndownloader.figshare.com/files/40700563","https://figshare.com/articles/online_resource/CCES_2018_Final_Acoustic_Report/19358036",1.095,117.2,NA,NA,TRUE,"echolocation click event",37.1021489400651,-127.943132961564,NA,NA,"shannon.rankin@noaa.gov",NA,"Ziphius cavirostris","PamGuard64 2_00_16e Drift-8_Final.OE24"
"PamGuard64 2_00_16e Drift-8_Final.OE25","figshare.com",22959786,"Anne Simonis, Jenny Trickey","PamGuard64 2_00_16e Drift-8_Final.OE25",2019,"https://figshare.com/articles/dataset/BWEventClips_CCES2018/22959786","https://ndownloader.figshare.com/files/40700628","https://figshare.com/articles/online_resource/CCES_2018_Final_Acoustic_Report/19358036",0.314,118.749,NA,NA,TRUE,"echolocation click event",37.0331334948898,-128.020550983691,NA,NA,"shannon.rankin@noaa.gov",NA,"Ziphius cavirostris","PamGuard64 2_00_16e Drift-8_Final.OE25"
"PamGuard64 2_00_16e Drift-8_Final.OE27","figshare.com",22959786,"Anne Simonis, Jenny Trickey","PamGuard64 2_00_16e Drift-8_Final.OE27",2019,"https://figshare.com/articles/dataset/BWEventClips_CCES2018/22959786","https://ndownloader.figshare.com/files/40698888","https://figshare.com/articles/online_resource/CCES_2018_Final_Acoustic_Report/19358036",5,14.201,NA,NA,TRUE,"echolocation click event",36.7345225335937,-128.182935303333,NA,NA,"shannon.rankin@noaa.gov",NA,"Ziphius cavirostris","PamGuard64 2_00_16e Drift-8_Final.OE27"
"PamGuard64 2_00_16e Drift-8_Final.OE28","figshare.com",22959786,"Anne Simonis, Jenny Trickey","PamGuard64 2_00_16e Drift-8_Final.OE28",2019,"https://figshare.com/articles/dataset/BWEventClips_CCES2018/22959786","https://ndownloader.figshare.com/files/40698789","https://figshare.com/articles/online_resource/CCES_2018_Final_Acoustic_Report/19358036",5,33.041,NA,NA,TRUE,"echolocation click event",36.7196274460935,-128.186357618155,NA,NA,"shannon.rankin@noaa.gov",NA,"Ziphius cavirostris","PamGuard64 2_00_16e Drift-8_Final.OE28"
"PamGuard64 2_00_16e Drift-8_Final.OE29","figshare.com",22959786,"Anne Simonis, Jenny Trickey","PamGuard64 2_00_16e Drift-8_Final.OE29",2019,"https://figshare.com/articles/dataset/BWEventClips_CCES2018/22959786","https://ndownloader.figshare.com/files/40698970","https://figshare.com/articles/online_resource/CCES_2018_Final_Acoustic_Report/19358036",0.489,15.044,NA,NA,TRUE,"echolocation click event",36.7175461664403,-128.186998998976,NA,NA,"shannon.rankin@noaa.gov",NA,"possible Ziphiidae","PamGuard64 2_00_16e Drift-8_Final.OE29"
"PamGuard64 2_00_16e Drift-8_Final.OE30","figshare.com",22959786,"Anne Simonis, Jenny Trickey","PamGuard64 2_00_16e Drift-8_Final.OE30",2019,"https://figshare.com/articles/dataset/BWEventClips_CCES2018/22959786","https://ndownloader.figshare.com/files/40698546","https://figshare.com/articles/online_resource/CCES_2018_Final_Acoustic_Report/19358036",1.753,118.397,NA,NA,TRUE,"echolocation click event",36.6993295786654,-128.189160414692,NA,NA,"shannon.rankin@noaa.gov",NA,"Ziphius cavirostris","PamGuard64 2_00_16e Drift-8_Final.OE30"
"PamGuard64 2_00_16e Drift-8_Final.OE31","figshare.com",22959786,"Anne Simonis, Jenny Trickey","PamGuard64 2_00_16e Drift-8_Final.OE31",2019,"https://figshare.com/articles/dataset/BWEventClips_CCES2018/22959786","https://ndownloader.figshare.com/files/40699189","https://figshare.com/articles/online_resource/CCES_2018_Final_Acoustic_Report/19358036",3.433,65.168,NA,NA,TRUE,"echolocation click event",36.6717094935081,-128.181115091118,NA,NA,"shannon.rankin@noaa.gov",NA,"Ziphius cavirostris","PamGuard64 2_00_16e Drift-8_Final.OE31"
"PamGuard64 2_00_16e Drift-8_Final.OE32","figshare.com",22959786,"Anne Simonis, Jenny Trickey","PamGuard64 2_00_16e Drift-8_Final.OE32",2019,"https://figshare.com/articles/dataset/BWEventClips_CCES2018/22959786","https://ndownloader.figshare.com/files/40700274","https://figshare.com/articles/online_resource/CCES_2018_Final_Acoustic_Report/19358036",5,60.432,NA,NA,TRUE,"echolocation click event",36.4907009884327,-128.090620574614,NA,NA,"shannon.rankin@noaa.gov",NA,"Ziphius cavirostris","PamGuard64 2_00_16e Drift-8_Final.OE32"
"PamGuard64 2_00_16e Drift-8_Final.OE34","figshare.com",22959786,"Anne Simonis, Jenny Trickey","PamGuard64 2_00_16e Drift-8_Final.OE34",2019,"https://figshare.com/articles/dataset/BWEventClips_CCES2018/22959786","https://ndownloader.figshare.com/files/40699851","https://figshare.com/articles/online_resource/CCES_2018_Final_Acoustic_Report/19358036",0.589,118.333,NA,NA,TRUE,"echolocation click event",36.3142305585208,-127.655082204688,NA,NA,"shannon.rankin@noaa.gov",NA,"Ziphius cavirostris","PamGuard64 2_00_16e Drift-8_Final.OE34"
"PamGuard64 2_00_16e Drift-8_Final.OE35","figshare.com",22959786,"Anne Simonis, Jenny Trickey","PamGuard64 2_00_16e Drift-8_Final.OE35",2019,"https://figshare.com/articles/dataset/BWEventClips_CCES2018/22959786","https://ndownloader.figshare.com/files/40698933","https://figshare.com/articles/online_resource/CCES_2018_Final_Acoustic_Report/19358036",5,107.639,NA,NA,TRUE,"echolocation click event",36.3136231971429,-127.653400876964,NA,NA,"shannon.rankin@noaa.gov",NA,"Ziphius cavirostris","PamGuard64 2_00_16e Drift-8_Final.OE35"
"PamGuard64 2_00_16e Drift-8_Final.OE36","figshare.com",22959786,"Anne Simonis, Jenny Trickey","PamGuard64 2_00_16e Drift-8_Final.OE36",2019,"https://figshare.com/articles/dataset/BWEventClips_CCES2018/22959786","https://ndownloader.figshare.com/files/40699287","https://figshare.com/articles/online_resource/CCES_2018_Final_Acoustic_Report/19358036",0.688,118.375,NA,NA,TRUE,"echolocation click event",36.3168934096884,-127.636395476101,NA,NA,"shannon.rankin@noaa.gov",NA,"Ziphius cavirostris","PamGuard64 2_00_16e Drift-8_Final.OE36"
"PamGuard64 2_00_16e Drift-8_Final.OE37","figshare.com",22959786,"Anne Simonis, Jenny Trickey","PamGuard64 2_00_16e Drift-8_Final.OE37",2019,"https://figshare.com/articles/dataset/BWEventClips_CCES2018/22959786","https://ndownloader.figshare.com/files/40699354","https://figshare.com/articles/online_resource/CCES_2018_Final_Acoustic_Report/19358036",0.627,47.802,NA,NA,TRUE,"echolocation click event",36.3177169573494,-127.558516551551,NA,NA,"shannon.rankin@noaa.gov",NA,"Ziphius cavirostris","PamGuard64 2_00_16e Drift-8_Final.OE37"
"PamGuard64 2_00_16e Drift-8_Final.OE38","figshare.com",22959786,"Anne Simonis, Jenny Trickey","PamGuard64 2_00_16e Drift-8_Final.OE38",2019,"https://figshare.com/articles/dataset/BWEventClips_CCES2018/22959786","https://ndownloader.figshare.com/files/40700607","https://figshare.com/articles/online_resource/CCES_2018_Final_Acoustic_Report/19358036",5,59.039,NA,NA,TRUE,"echolocation click event",36.3102177251022,-127.447638455666,NA,NA,"shannon.rankin@noaa.gov",NA,"Ziphius cavirostris","PamGuard64 2_00_16e Drift-8_Final.OE38"
